0	587	0.00790	0.00193	0.00847	0.00288	0.00452	0.00517	0.00398	0.00896	0.00895	0.00540
1	10788	0.00390	0.00319	0.00240	0.00241	0.00469	0.00926	0.00275	0.00395	0.00315	0.00488
2	20812	0.00513	0.00436	0.00212	0.00803	0.00234	0.00865	0.00531	0.00808	0.00797	0.00209
3	20942	0.00131	0.00056	0.00095	0.00202	0.00127	0.00307	0.00413	0.00129	0.00165	0.00201
4	20946	0.00725	0.00238	0.00391	0.00630	0.00614	0.00323	0.00465	0.00354	0.00366	0.00430
5	20965	0.00709	0.00337	0.00128	0.00166	0.00195	0.00095	0.00703	0.00452	0.00308	0.00202
6	30976	0.00277	0.00334	0.00603	0.00161	0.00215	0.00172	0.00171	0.00351	0.00358	0.00098
7	33087	0.00206	0.00275	0.00211	0.00202	0.00025	0.00236	0.00132	0.00250	0.00195	0.00314
8	34140	0.00100	0.00258	0.00832	0.00204	0.00336	0.00206	0.00310	0.00487	0.00313	0.00423
9	34191	0.00185	0.00324	0.00430	0.00254	0.00877	0.00326	0.00502	0.00323	0.00359	0.00145
10	34235	0.00430	0.00541	0.00573	0.00427	0.00336	0.00395	0.00178	0.00321	0.00323	0.01079
11	47165	0.00503	0.00178	0.00482	0.00113	0.00299	0.00136	0.00713	0.00348	0.00347	0.00099
12	53007	0.00063	0.00095	0.00279	0.00243	0.00164	0.00417	0.00492	0.00098	0.00280	0.00170
13	71787	0.00278	0.00186	0.00310	0.00098	0.00334	0.00310	0.00240	0.00147	0.00170	0.00267
14	71978	0.00389	0.00272	0.00204	0.00349	0.00955	0.00244	0.00422	0.00407	0.00134	0.00134
15	72246	0.00363	0.00364	0.00289	0.00141	0.00362	0.00257	0.00504	0.00927	0.00242	0.00642
16	73513	0.00284	0.00131	0.00137	0.00243	0.00398	0.00138	0.00282	0.00529	0.00245	0.00136
17	83671	0.00248	0.00251	0.00461	0.00380	0.00257	0.00175	0.00281	0.00280	0.00569	0.00567
18	97874	0.00198	0.00333	0.00128	0.00094	0.00190	0.00127	0.00092	0.00234	0.00268	0.00126
19	104597	0.00247	0.00165	0.00536	0.00210	0.00736	0.00393	0.01069	0.00066	0.00865	0.00605
20	113482	0.00255	0.00789	0.00754	0.00785	0.00233	0.00691	0.00359	0.00569	0.00313	0.00289
21	114737	0.00208	0.00318	0.00203	0.01160	0.00468	0.00852	0.00132	0.00273	0.00276	0.00237
22	121789	0.00980	0.00372	0.00186	0.00257	0.00438	0.00401	0.00328	0.00683	0.00759	0.00464
23	147295	0.00072	0.00204	0.00427	0.00108	0.00351	0.00645	0.00072	0.00143	0.00213	0.00248
24	147383	0.00240	0.00369	0.00235	0.00270	0.00348	0.00127	0.00520	0.00197	0.00415	0.00128
25	149683	0.00196	0.00108	0.00264	0.00441	0.00461	0.00225	0.00300	0.00440	0.00265	0.00260
26	164905	0.00248	0.00556	0.00245	0.00137	0.00280	0.00604	0.00603	0.00348	0.00280	0.00315
27	165323	0.00114	0.00227	0.00183	0.00290	0.00576	0.00158	0.00289	0.00183	0.00211	0.00180
28	166949	0.00203	0.00213	0.00385	0.00205	0.00201	0.00133	0.00203	0.00275	0.00097	0.00242
29	187242	0.00137	0.00386	0.00314	0.00317	0.00236	0.00808	0.00606	0.00814	0.00660	0.00139
30	188882	0.00227	0.00369	0.00440	0.00443	0.01215	0.00617	0.00371	0.00548	0.00517	0.00256
31	190117	0.00105	0.00220	0.00385	0.00623	0.00468	0.00150	0.01201	0.00458	0.00283	0.01036
32	192467	0.00150	0.00107	0.00250	0.00292	0.00585	0.00291	0.00290	0.00717	0.00501	0.00395
