0	587	0.00003
1	10788	0.00003
2	20812	0.00003
3	20942	0.00003
4	20946	0.00003
5	20965	0.00003
6	30976	0.00003
7	33087	0.00003
8	34140	0.00003
9	34191	0.00003
10	34235	0.00003
11	47165	0.00003
12	53007	0.00003
13	71787	0.00003
14	71978	0.00003
15	72246	0.00003
16	73513	0.00003
17	83671	0.00003
18	97874	0.00003
19	104597	0.00003
20	113482	0.00003
21	114737	0.00003
22	121789	0.00003
23	147295	0.00003
24	147383	0.00003
25	149683	0.00003
26	164905	0.00003
27	165323	0.00003
28	166949	0.00003
29	187242	0.00003
30	188882	0.00003
31	190117	0.00003
32	192467	0.00003
33	203494	0.00003
34	206118	0.00003
35	210207	0.00003
36	213737	0.00003
37	214031	0.00003
38	230723	0.00003
39	235731	0.00003
40	237675	0.00003
41	259316	0.00003
42	259646	0.00003
43	48549	0.00003
44	201349	0.00003
45	224912	0.00003
46	224917	0.00003
47	225070	0.00003
48	225175	0.00003
49	225182	0.00003
50	225191	0.00003
51	225200	0.00003
52	225210	0.00003
53	225222	0.00003
54	225223	0.00003
55	225224	0.00003
56	225233	0.00003
57	7436	0.00003
58	8470	0.00003
59	9460	0.00003
60	10245	0.00003
61	10685	0.00003
62	10701	0.00003
63	10856	0.00003
64	16330	0.00003
65	18996	0.00003
66	19569	0.00003
67	19570	0.00003
68	22687	0.00003
69	26641	0.00003
70	28133	0.00003
71	28886	0.00003
72	38746	0.00003
73	38749	0.00003
74	38751	0.00003
75	38753	0.00003
76	38754	0.00003
77	38761	0.00003
78	38766	0.00003
79	38768	0.00003
80	38775	0.00003
81	38782	0.00003
82	38783	0.00003
83	38797	0.00003
84	38799	0.00003
85	38800	0.00003
86	38805	0.00003
87	38812	0.00003
88	38816	0.00003
89	38823	0.00003
90	38838	0.00003
91	38847	0.00003
92	38854	0.00003
93	38855	0.00003
94	38862	0.00003
95	38866	0.00003
96	38872	0.00003
97	38883	0.00003
98	38885	0.00003
99	38894	0.00003
100	38904	0.00003
101	38909	0.00003
102	38910	0.00003
103	38911	0.00003
104	38912	0.00003
105	38913	0.00003
106	38917	0.00003
107	38920	0.00003
108	38930	0.00003
109	38933	0.00003
110	38942	0.00003
111	38949	0.00003
112	38957	0.00003
113	38959	0.00003
114	38960	0.00003
115	38968	0.00003
116	38970	0.00003
117	38973	0.00003
118	38976	0.00003
119	38978	0.00003
120	38980	0.00003
121	38988	0.00003
122	38989	0.00003
123	38991	0.00003
124	38994	0.00003
125	38998	0.00003
126	39005	0.00003
127	39009	0.00003
128	39014	0.00003
129	39019	0.00003
130	39023	0.00003
131	39027	0.00003
132	39030	0.00003
133	39031	0.00003
134	39034	0.00003
135	39039	0.00003
136	39040	0.00003
137	39044	0.00003
138	39049	0.00003
139	39057	0.00003
140	39087	0.00003
141	39135	0.00003
142	39136	0.00003
143	39139	0.00003
144	39147	0.00003
145	39151	0.00003
146	39154	0.00003
147	39171	0.00003
148	39174	0.00003
149	39190	0.00003
150	39192	0.00003
151	39210	0.00003
152	39214	0.00003
153	39216	0.00003
154	39220	0.00003
155	39229	0.00003
156	39233	0.00003
157	39236	0.00003
158	39246	0.00003
159	39248	0.00003
160	39253	0.00003
161	39257	0.00003
162	39261	0.00003
163	39268	0.00003
164	39270	0.00003
165	39278	0.00003
166	39281	0.00003
167	39283	0.00003
168	39284	0.00003
169	39286	0.00003
170	39287	0.00003
171	39290	0.00003
172	39292	0.00003
173	39302	0.00003
174	39309	0.00003
175	39312	0.00003
176	39324	0.00003
177	39325	0.00003
178	39330	0.00003
179	39338	0.00003
180	39353	0.00003
181	39358	0.00003
182	39359	0.00003
183	39361	0.00003
184	39362	0.00003
185	39372	0.00003
186	39379	0.00003
187	39385	0.00003
188	39386	0.00003
189	39393	0.00003
190	39397	0.00003
191	39399	0.00003
192	39402	0.00003
193	39404	0.00003
194	39412	0.00003
195	39414	0.00003
196	39415	0.00003
197	39417	0.00003
198	39420	0.00003
199	39421	0.00003
200	39422	0.00003
201	39423	0.00003
202	39427	0.00003
203	39429	0.00003
204	39435	0.00003
205	39437	0.00003
206	39443	0.00003
207	39450	0.00003
208	39451	0.00003
209	39457	0.00003
210	39461	0.00003
211	39462	0.00003
212	39467	0.00003
213	39470	0.00003
214	39471	0.00003
215	39479	0.00003
216	39481	0.00003
217	39519	0.00003
218	39524	0.00003
219	39553	0.00003
220	39556	0.00003
221	39582	0.00003
222	39653	0.00003
223	42370	0.00003
224	50724	0.00003
225	50758	0.00003
226	53030	0.00003
227	53241	0.00003
228	55978	0.00003
229	56496	0.00003
230	66705	0.00003
231	79018	0.00003
232	87205	0.00003
233	89264	0.00003
234	91055	0.00003
235	93191	0.00003
236	93706	0.00003
237	93911	0.00003
238	96676	0.00003
239	97169	0.00003
240	100531	0.00003
241	100540	0.00003
242	102844	0.00003
243	113237	0.00003
244	113262	0.00003
245	113268	0.00003
246	113334	0.00003
247	113348	0.00003
248	113350	0.00003
249	113354	0.00003
250	113516	0.00003
251	119311	0.00003
252	119726	0.00003
253	119902	0.00003
254	124600	0.00003
255	124953	0.00003
256	126749	0.00003
257	145760	0.00003
258	149457	0.00003
259	154355	0.00003
260	158432	0.00003
261	158713	0.00003
262	159104	0.00003
263	159773	0.00003
264	162443	0.00003
265	171418	0.00003
266	172511	0.00003
267	176332	0.00003
268	199527	0.00003
269	200177	0.00003
270	201021	0.00003
271	209801	0.00003
272	211332	0.00003
273	211346	0.00003
274	211417	0.00003
275	211440	0.00003
276	211493	0.00003
277	211527	0.00003
278	211538	0.00003
279	211553	0.00003
280	211592	0.00003
281	211620	0.00003
282	211630	0.00003
283	211639	0.00003
284	211920	0.00003
285	212077	0.00003
286	213566	0.00003
287	213593	0.00003
288	215042	0.00003
289	224113	0.00003
290	224998	0.00003
291	226803	0.00003
292	230735	0.00003
293	232896	0.00003
294	233376	0.00003
295	239028	0.00003
296	239029	0.00003
297	239031	0.00003
298	239040	0.00003
299	239166	0.00003
300	239171	0.00003
301	239244	0.00003
302	239281	0.00003
303	239439	0.00003
304	239441	0.00003
305	239490	0.00003
306	239496	0.00003
307	239520	0.00003
308	239707	0.00003
309	239964	0.00003
310	241424	0.00003
311	241746	0.00003
312	242218	0.00003
313	243204	0.00003
314	247202	0.00003
315	253750	0.00003
316	253834	0.00003
317	257512	0.00003
318	259041	0.00003
319	260280	0.00003
320	260337	0.00003
321	2274	0.00003
322	3237	0.00003
323	12503	0.00003
324	13431	0.00003
325	28717	0.00003
326	37746	0.00003
327	48806	0.00003
328	73868	0.00003
329	90522	0.00003
330	101458	0.00003
331	104766	0.00003
332	122340	0.00003
333	124958	0.00003
334	128910	0.00003
335	134212	0.00003
336	135377	0.00003
337	149700	0.00003
338	184673	0.00003
339	196549	0.00003
340	196564	0.00003
341	196666	0.00003
342	196704	0.00003
343	196716	0.00003
344	196819	0.00003
345	197072	0.00003
346	197073	0.00003
347	197076	0.00003
348	197083	0.00003
349	202350	0.00003
350	203566	0.00003
351	203732	0.00003
352	218311	0.00003
353	219426	0.00003
354	222118	0.00003
355	234265	0.00003
356	239163	0.00003
357	246154	0.00003
358	248721	0.00003
359	255103	0.00003
360	10992	0.00003
361	32344	0.00003
362	32349	0.00003
363	61012	0.00003
364	69281	0.00003
365	85030	0.00003
366	85038	0.00003
367	101218	0.00003
368	182266	0.00003
369	201712	0.00003
370	204107	0.00003
371	208604	0.00003
372	210611	0.00003
373	227415	0.00003
374	227456	0.00003
375	238632	0.00003
376	248799	0.00003
377	100	0.00003
378	1412	0.00003
379	1828	0.00003
380	6344	0.00003
381	6471	0.00003
382	7010	0.00003
383	8548	0.00003
384	8857	0.00003
385	11059	0.00003
386	11143	0.00003
387	11488	0.00003
388	11786	0.00003
389	11873	0.00003
390	12401	0.00003
391	14759	0.00003
392	14775	0.00003
393	14875	0.00003
394	15374	0.00003
395	17867	0.00003
396	19230	0.00003
397	19589	0.00003
398	19701	0.00003
399	19710	0.00003
400	21038	0.00003
401	21109	0.00003
402	22682	0.00003
403	23214	0.00003
404	23922	0.00003
405	24279	0.00003
406	24546	0.00003
407	26847	0.00003
408	27013	0.00003
409	27519	0.00003
410	27849	0.00003
411	34435	0.00003
412	34499	0.00003
413	35056	0.00003
414	37003	0.00003
415	37500	0.00003
416	37509	0.00003
417	37664	0.00003
418	39992	0.00003
419	40178	0.00003
420	41172	0.00003
421	42104	0.00003
422	42108	0.00003
423	42109	0.00003
424	42112	0.00003
425	42114	0.00003
426	42174	0.00003
427	42526	0.00003
428	43024	0.00003
429	43622	0.00003
430	43727	0.00003
431	43765	0.00003
432	43873	0.00003
433	44005	0.00003
434	44363	0.00003
435	44911	0.00003
436	44921	0.00003
437	44951	0.00003
438	45235	0.00003
439	46807	0.00003
440	47284	0.00003
441	47743	0.00003
442	47885	0.00003
443	48283	0.00003
444	49922	0.00003
445	50180	0.00003
446	50679	0.00003
447	50761	0.00003
448	51490	0.00003
449	52108	0.00003
450	52742	0.00003
451	55170	0.00003
452	55175	0.00003
453	55577	0.00003
454	56124	0.00003
455	56454	0.00003
456	57345	0.00003
457	57381	0.00003
458	57503	0.00003
459	57736	0.00003
460	59939	0.00003
461	61980	0.00003
462	64562	0.00003
463	64979	0.00003
464	65199	0.00003
465	65211	0.00003
466	65277	0.00003
467	65286	0.00003
468	65380	0.00003
469	65394	0.00003
470	65811	0.00003
471	67227	0.00003
472	67282	0.00003
473	68659	0.00003
474	69609	0.00003
475	69932	0.00003
476	72075	0.00003
477	73076	0.00003
478	73088	0.00003
479	73459	0.00003
480	75338	0.00003
481	75420	0.00003
482	75438	0.00003
483	75509	0.00003
484	78256	0.00003
485	80616	0.00003
486	81734	0.00003
487	83077	0.00003
488	83579	0.00003
489	85784	0.00003
490	88813	0.00003
491	88930	0.00003
492	89232	0.00003
493	89557	0.00003
494	89817	0.00003
495	90778	0.00003
496	91060	0.00003
497	91162	0.00003
498	91876	0.00003
499	92229	0.00003
500	92347	0.00003
501	93726	0.00003
502	94115	0.00003
503	96266	0.00003
504	99547	0.00003
505	101096	0.00003
506	102583	0.00003
