0	587	0.00159	0.00162	1.73821	1.73223	0.00030	0.00029	2.57839	2.58231	0.00011	0.00011
1	10788	0.00123	0.00125	1.99235	1.98389	0.00030	0.00029	2.72622	2.73026	0.00011	0.00011
2	20812	0.00243	0.00248	2.16264	2.15282	0.00031	0.00029	7.33975	7.32339	0.00011	0.00011
3	20942	0.00112	0.00114	1.99424	1.98569	0.00030	0.00029	7.48800	7.48723	0.00011	0.00011
4	20946	0.00228	0.00232	4.09903	4.07246	0.00031	0.00029	10.03277	9.98649	0.00011	0.00011
5	20965	0.00196	0.00200	4.57001	4.53816	0.00031	0.00029	4.56615	4.57672	0.00011	0.00011
6	30976	0.00252	0.00257	2.62190	2.60786	0.00031	0.00029	3.95390	3.96250	0.00011	0.00011
7	33087	0.00159	0.00162	1.71238	1.70652	0.00030	0.00029	2.52872	2.53513	0.00011	0.00011
8	34140	0.00118	0.00120	1.97895	1.97061	0.00030	0.00029	2.88140	2.88430	0.00011	0.00011
9	34191	0.00171	0.00174	1.98157	1.97353	0.00031	0.00029	9.61391	9.54709	0.00011	0.00011
10	34235	0.00146	0.00149	2.19178	2.18183	0.00030	0.00029	5.66095	5.63562	0.00011	0.00011
11	47165	0.00204	0.00208	5.95284	5.91045	0.00031	0.00029	5.54734	5.53992	0.00011	0.00011
12	53007	0.00355	0.00362	3.31646	3.29677	0.00031	0.00029	8.21796	8.18170	0.00011	0.00011
13	71787	0.00120	0.00122	1.73305	1.72700	0.00030	0.00029	3.77954	3.77527	0.00011	0.00011
14	71978	0.00167	0.00170	2.73075	2.71607	0.00031	0.00029	4.70264	4.69081	0.00011	0.00011
15	72246	0.00181	0.00184	4.27535	4.24751	0.00031	0.00029	4.69626	4.68850	0.00011	0.00011
16	73513	0.00320	0.00326	2.34738	2.33622	0.00031	0.00029	6.05691	6.03401	0.00011	0.00011
17	83671	0.00122	0.00124	1.82893	1.82198	0.00030	0.00029	3.16092	3.16160	0.00011	0.00011
18	97874	0.00233	0.00237	3.24284	3.22396	0.00031	0.00029	8.27952	8.22883	0.00011	0.00011
19	104597	0.00220	0.00224	2.85180	2.83643	0.00031	0.00029	8.19857	8.14284	0.00011	0.00011
20	113482	0.00207	0.00211	2.81019	2.79466	0.00031	0.00029	5.53165	5.51347	0.00011	0.00011
21	114737	0.00231	0.00235	3.11094	3.09302	0.00031	0.00029	4.56125	4.55385	0.00011	0.00011
22	121789	0.00121	0.00123	2.52181	2.50900	0.00030	0.00029	4.89590	4.87654	0.00011	0.00011
23	147295	0.00292	0.00297	2.07101	2.06221	0.00031	0.00029	5.04895	5.03150	0.00011	0.00011
24	147383	0.00103	0.00105	2.58323	2.56927	0.00030	0.00029	3.41932	3.42083	0.00011	0.00011
25	149683	0.00317	0.00323	3.60041	3.57728	0.00031	0.00029	5.90259	5.90409	0.00011	0.00011
26	164905	0.00132	0.00135	1.96796	1.95975	0.00030	0.00029	2.95938	2.96232	0.00011	0.00011
27	165323	0.00155	0.00158	2.13331	2.12387	0.00030	0.00029	5.86581	5.83467	0.00011	0.00011
28	166949	0.00154	0.00157	2.24444	2.23402	0.00030	0.00029	5.89228	5.86615	0.00011	0.00011
29	187242	0.00194	0.00197	3.54958	3.52649	0.00031	0.00029	4.88130	4.89303	0.00011	0.00011
30	188882	0.00193	0.00197	3.29599	3.27668	0.00031	0.00029	4.28955	4.28162	0.00011	0.00011
31	190117	0.00278	0.00284	1.97399	1.96579	0.00031	0.00029	3.46417	3.47004	0.00011	0.00011
32	192467	0.00117	0.00119	1.96199	1.95381	0.00030	0.00029	3.73216	3.72867	0.00011	0.00011
33	203494	0.00147	0.00150	2.39992	2.38809	0.00030	0.00029	8.71863	8.67442	0.00011	0.00011
34	206118	0.00341	0.00348	2.87951	2.86334	0.00031	0.00029	5.19184	5.19676	0.00011	0.00011
35	210207	0.00147	0.00149	3.80584	3.78150	0.00030	0.00029	3.81706	3.81898	0.00011	0.00011
36	213737	0.00367	0.00374	2.21502	2.20449	0.00031	0.00029	6.24724	6.26097	0.00011	0.00011
37	214031	0.00127	0.00129	1.71273	1.70687	0.00030	0.00029	3.85896	3.85483	0.00011	0.00011
38	230723	0.00139	0.00142	3.69151	3.66821	0.00030	0.00029	6.82581	6.80195	0.00011	0.00011
39	235731	0.00286	0.00291	4.81041	4.77821	0.00031	0.00029	13.60583	13.51905	0.00011	0.00011
40	237675	0.00286	0.00291	2.34189	2.33076	0.00031	0.00029	4.22694	4.22192	0.00011	0.00011
41	259316	0.00184	0.00188	2.75617	2.74120	0.00031	0.00029	4.15219	4.13627	0.00011	0.00011
42	259646	0.00277	0.00282	2.38651	2.37498	0.00031	0.00029	7.74867	7.66671	0.00011	0.00011
43	48549	0.00152	0.00155	2.11862	2.10472	0.00030	0.00029	5.53073	6.15051	0.00011	0.00011
44	201349	0.00183	0.00186	3.69112	3.65687	0.00031	0.00029	5.68160	6.23930	0.00011	0.00011
45	224912	0.00390	0.00397	2.17235	2.16037	0.00031	0.00029	6.93897	7.55720	0.00011	0.00011
46	224917	0.00087	0.00089	1.63375	1.62661	0.00030	0.00029	5.04964	5.71442	0.00011	0.00011
47	225070	0.00194	0.00198	2.93432	2.91523	0.00031	0.00029	10.52705	11.10398	0.00011	0.00011
48	225175	0.00251	0.00255	3.21263	3.18715	0.00031	0.00029	6.91465	7.50944	0.00011	0.00011
49	225182	0.00189	0.00192	2.98469	2.96068	0.00031	0.00029	6.20832	6.75470	0.00011	0.00011
50	225191	0.00206	0.00210	1.99422	1.98282	0.00031	0.00029	5.57086	6.16361	0.00011	0.00011
51	225200	0.00092	0.00094	1.91867	1.90126	0.00030	0.00029	4.48503	5.05302	0.00011	0.00011
52	225210	0.00260	0.00265	2.33537	2.31940	0.00031	0.00029	5.70699	6.30365	0.00011	0.00011
53	225222	0.00095	0.00097	1.64410	1.63659	0.00030	0.00029	4.74245	5.37461	0.00011	0.00011
54	225223	0.00093	0.00095	1.80521	1.79189	0.00030	0.00029	4.58303	5.18115	0.00011	0.00011
55	225224	0.00175	0.00178	2.87264	2.85476	0.00031	0.00029	10.43070	11.05713	0.00011	0.00011
56	225233	0.00170	0.00173	1.79662	1.78957	0.00031	0.00029	8.87979	9.53839	0.00011	0.00011
57	7436	0.00098	0.00100	3.04044	3.02381	0.00030	0.00029	3.16742	3.16567	0.00011	0.00011
58	8470	0.00838	0.00854	6.69658	6.64878	0.00032	0.00030	7.91505	7.91542	0.00011	0.00011
59	9460	0.00159	0.00162	1.68844	1.68288	0.00030	0.00029	2.88364	2.88350	0.00011	0.00011
60	10245	0.00091	0.00093	1.66465	1.65935	0.00030	0.00029	5.21556	5.18783	0.00011	0.00011
61	10685	0.00589	0.00600	4.14651	4.12041	0.00031	0.00030	20.50168	20.31250	0.00011	0.00011
62	10701	0.00105	0.00107	8.36456	8.30289	0.00030	0.00029	6.13459	6.12936	0.00011	0.00011
63	10856	0.01736	0.01768	3.74920	3.72518	0.00034	0.00032	12.19698	12.24506	0.00012	0.00011
64	16330	0.00085	0.00087	1.55885	1.55442	0.00030	0.00029	2.07978	2.08436	0.00011	0.00011
65	18996	0.00212	0.00216	3.27128	3.25237	0.00031	0.00029	26.01775	25.82011	0.00011	0.00011
66	19569	0.00172	0.00175	2.22175	2.21169	0.00031	0.00029	10.51655	10.44110	0.00011	0.00011
67	19570	0.00160	0.00163	5.10419	5.07024	0.00030	0.00029	4.77744	4.76817	0.00011	0.00011
68	22687	0.00456	0.00464	4.88084	4.84890	0.00031	0.00029	5.69337	5.68432	0.00011	0.00011
69	26641	0.00123	0.00125	1.72518	1.71936	0.00030	0.00029	3.94318	3.93209	0.00011	0.00011
70	28133	0.00118	0.00120	1.75654	1.75043	0.00030	0.00029	4.19018	4.17421	0.00011	0.00011
71	28886	0.00197	0.00201	4.64611	4.61585	0.00031	0.00029	4.80332	4.79595	0.00011	0.00011
72	38746	0.00292	0.00298	4.49716	4.46821	0.00031	0.00029	7.72555	7.68458	0.00011	0.00011
73	38749	0.00187	0.00190	1.78173	1.77545	0.00031	0.00029	5.24429	5.21852	0.00011	0.00011
74	38751	0.00105	0.00107	2.24988	2.23972	0.00030	0.00029	3.86739	3.85432	0.00011	0.00011
75	38753	0.00270	0.00275	6.28509	6.24155	0.00031	0.00029	11.16787	11.09070	0.00011	0.00011
76	38754	0.00151	0.00154	2.49324	2.48105	0.00030	0.00029	5.04299	5.01950	0.00011	0.00011
77	38761	0.00226	0.00230	2.26135	2.25110	0.00031	0.00029	3.03709	3.04004	0.00011	0.00011
78	38766	0.00207	0.00211	2.67093	2.65716	0.00031	0.00029	4.69120	4.67693	0.00011	0.00011
79	38768	0.00154	0.00157	1.68993	1.68441	0.00030	0.00029	11.54321	11.45932	0.00011	0.00011
80	38775	0.00107	0.00109	2.37479	2.36355	0.00030	0.00029	9.79391	9.72221	0.00011	0.00011
81	38782	0.00386	0.00393	21.11336	20.94556	0.00031	0.00029	16.75273	16.67868	0.00011	0.00011
82	38783	0.00492	0.00502	4.30484	4.27766	0.00031	0.00029	6.15634	6.14406	0.00011	0.00011
83	38797	0.00099	0.00100	1.71431	1.70849	0.00030	0.00029	2.61569	2.61777	0.00011	0.00011
84	38799	0.00170	0.00173	1.91965	1.91225	0.00031	0.00029	5.08493	5.05499	0.00011	0.00011
85	38800	0.00118	0.00121	2.69651	2.68241	0.00030	0.00029	5.66300	5.63906	0.00011	0.00011
86	38805	0.00168	0.00171	4.11774	4.09108	0.00031	0.00029	11.43388	11.38649	0.00011	0.00011
87	38812	0.00182	0.00185	2.65229	2.63878	0.00031	0.00029	3.23528	3.23462	0.00011	0.00011
88	38816	0.00113	0.00115	2.78118	2.76670	0.00030	0.00029	2.70430	2.70647	0.00011	0.00011
89	38823	0.00252	0.00257	1.79513	1.78870	0.00031	0.00029	3.48228	3.48221	0.00011	0.00011
90	38838	0.00085	0.00087	1.55857	1.55414	0.00030	0.00029	2.07929	2.08385	0.00011	0.00011
91	38847	0.00182	0.00186	4.43802	4.40932	0.00031	0.00029	17.63643	17.48874	0.00011	0.00011
92	38854	0.00221	0.00225	2.74823	2.73361	0.00031	0.00029	10.82866	10.75577	0.00011	0.00011
93	38855	0.00110	0.00112	3.27782	3.25827	0.00030	0.00029	3.00223	3.00691	0.00011	0.00011
94	38862	0.00276	0.00281	3.71146	3.68817	0.00031	0.00029	6.04710	6.03838	0.00011	0.00011
95	38866	0.00087	0.00089	1.56372	1.55925	0.00030	0.00029	2.09357	2.09810	0.00011	0.00011
96	38872	0.00100	0.00101	2.16691	2.15719	0.00030	0.00029	3.26998	3.26602	0.00011	0.00011
97	38883	0.00268	0.00273	2.15375	2.14436	0.00031	0.00029	14.35100	14.23197	0.00011	0.00011
